store,websites,attribute_set,prodtype,tier_prices,typeofstore,industry,department,category,subcategory,name,description,short_description,sku,styleID,brandName,colorName,swatch_image,gallery,color1,color2,size,dimesions_outside,dimesnions_inside,weight,price,has_options,required_options,,visibility,webin,associated,config_attributes,additional_attributes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Twill Back Trucker Cap,"<ul><li>60/40 cotton/polyester front</li><li>100% polyester black</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved contrast stitch visor</li><li>Adjustable plastic snapback</li></ul>",,B49495090,6850,Richardson,Black/ Charcoal,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADIDGom-qmf0JY3F5BOxLSIa/Headwear/Richardson/swatch/10079_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AABCUNnMaqA8mnIrE3OXi8pba/Headwear/Richardson/71319_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACm3s-cdbumTIf6adPFWrmKa/Headwear/Richardson/71319_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAEgNyjanDghfmF5_f4TcYfa/Headwear/Richardson/71319_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAA9Hk6UB1e0AZU9rx_wA11pa/Headwear/Richardson/71319_f_fm.jpg?dl=0",#8a9b9e,,Adjustable,,,0.256944444,6.37,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Twill Back Trucker Cap,"<ul><li>60/40 cotton/polyester front</li><li>100% polyester black</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved contrast stitch visor</li><li>Adjustable plastic snapback</li></ul>",,B49495020,6850,Richardson,Black/ White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABqhWeTbsE0coZkH6brJLyGa/Headwear/Richardson/swatch/7670_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AAC9Jh9b8p9B4ni7fQtYCaEza/Headwear/Richardson/71320_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABsKYyv-pzHIbdszhRO03SJa/Headwear/Richardson/71320_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAD7E0jqOSTdBs_q8fCeOS7ta/Headwear/Richardson/71320_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADQN8Tx9Jttg5ehrZ3vrkfqa/Headwear/Richardson/71320_f_fm.jpg?dl=0",#1b151a,#e3e7ed,Adjustable,,,0.256944444,6.37,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Twill Back Trucker Cap,"<ul><li>60/40 cotton/polyester front</li><li>100% polyester black</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved contrast stitch visor</li><li>Adjustable plastic snapback</li></ul>",,B49495050,6850,Richardson,Black/ White/ Red,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAMtDkbklVo-Hlzu_wY_jFXa/Headwear/Richardson/swatch/6700_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACjHi6MuqRbEapHBpt_zZD5a/Headwear/Richardson/71321_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADQvKdq8zWbPp61S-C6-CUBa/Headwear/Richardson/71321_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADNZE0sbPLf_Ca9qguKzhGCa/Headwear/Richardson/71321_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAA8-Njy07Q5rXitVTD2LMBRa/Headwear/Richardson/71321_f_fm.jpg?dl=0",#1b151a,#e3e7ed,Adjustable,,,0.256944444,6.37,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Twill Back Trucker Cap,"<ul><li>60/40 cotton/polyester front</li><li>100% polyester black</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved contrast stitch visor</li><li>Adjustable plastic snapback</li></ul>",,B49495550,6850,Richardson,Brown/ Khaki,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABqIClPgdYNM9XBf2G6nhwWa/Headwear/Richardson/swatch/5569_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADnCEMg32ks3MFeAJP9pxAma/Headwear/Richardson/71322_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABiufsTZsKjsQ31wXva1fgaa/Headwear/Richardson/71322_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAB9tIPsusMxi5IOYV8gW2XVa/Headwear/Richardson/71322_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADJntrvUJLIli4TYdnKZQrka/Headwear/Richardson/71322_f_fm.jpg?dl=0",#6b4a35,#94908c,Adjustable,,,0.256944444,6.37,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Twill Back Trucker Cap,"<ul><li>60/40 cotton/polyester front</li><li>100% polyester black</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved contrast stitch visor</li><li>Adjustable plastic snapback</li></ul>",,B49495100,6850,Richardson,Charcoal/ White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABeP-6Oy9oZqZsIYfgGRZoTa/Headwear/Richardson/swatch/10696_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AAB50fC7lZRFQLlx8O0fZoama/Headwear/Richardson/71323_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAB0dfn7QWx0gpYkHQirKRdOa/Headwear/Richardson/71323_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAjvAKzs_ryG_Ur4iEX_bmra/Headwear/Richardson/71323_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABSTCKHK7nUNmUussCfhhesa/Headwear/Richardson/71323_f_fm.jpg?dl=0",#4f4e46,,Adjustable,,,0.256944444,6.37,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Twill Back Trucker Cap,"<ul><li>60/40 cotton/polyester front</li><li>100% polyester black</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved contrast stitch visor</li><li>Adjustable plastic snapback</li></ul>",,B49495110,6850,Richardson,Heather Grey/ Black,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADGR9QMm9y_THyE3L9JeMJba/Headwear/Richardson/swatch/13198_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACkvTDlomn3wQEHF4uSxseCa/Headwear/Richardson/71325_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAA6NqwVxFTvKPeQD1MxpmEIa/Headwear/Richardson/71325_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADbH_tO-5oV4M2N8ciHvvTQa/Headwear/Richardson/71325_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAtJMf8j5nzTnNVpRVKxveza/Headwear/Richardson/71325_f_fm.jpg?dl=0",#64625b,,Adjustable,,,0.256944444,6.37,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Twill Back Trucker Cap,"<ul><li>60/40 cotton/polyester front</li><li>100% polyester black</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved contrast stitch visor</li><li>Adjustable plastic snapback</li></ul>",,B49495690,6850,Richardson,Loden/ Black,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAApzMVkOd0CNOynOPrdUcvOa/Headwear/Richardson/swatch/15642_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACgxJfMqlx6wnVvLBHZPgrOa/Headwear/Richardson/71330_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAD6OziokpR_J8Eup0ith_cwa/Headwear/Richardson/71330_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAdE83rcp9RSlqb_Fhtz1Ska/Headwear/Richardson/71330_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADyqMySG5vSNKV2pzHnHML8a/Headwear/Richardson/71330_f_fm.jpg?dl=0",#777056,#1b151a,Adjustable,,,0.256944444,6.37,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Twill Back Trucker Cap,"<ul><li>60/40 cotton/polyester front</li><li>100% polyester black</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved contrast stitch visor</li><li>Adjustable plastic snapback</li></ul>",,B49495010,6850,Richardson,Navy/ White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAHGuEc3Y_5wLzs1WuHbff6a/Headwear/Richardson/swatch/6419_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACXWC6tKP9XDcgeImfg1Rfla/Headwear/Richardson/71326_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABazIQLoedztLxtokmchTPba/Headwear/Richardson/71326_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADu9i-LGgqkh7e3hFppEtn8a/Headwear/Richardson/71326_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACEuD0rQD_ELYSoJSv8Tqr9a/Headwear/Richardson/71326_f_fm.jpg?dl=0",#333e59,#e3e7ed,Adjustable,,,0.256944444,6.37,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Twill Back Trucker Cap,"<ul><li>60/40 cotton/polyester front</li><li>100% polyester black</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved contrast stitch visor</li><li>Adjustable plastic snapback</li></ul>",,B49495750,6850,Richardson,Royal/ White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABUhsEMZoXxM1YVoDeg5fama/Headwear/Richardson/swatch/6411_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACxqmhMfhnpjDXMmrj86y5oa/Headwear/Richardson/71328_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACNEffhQlbpVEfQNeMUtunQa/Headwear/Richardson/71328_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACfWdLWc52QqNk28Ii1dupNa/Headwear/Richardson/71328_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABYfp3QqHFaXANKD7HTBlava/Headwear/Richardson/71328_f_fm.jpg?dl=0",#305791,#e3e7ed,Adjustable,,,0.256944444,6.37,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195500,4333,Richardson,Black,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACogZwpImU6561Lxudft6ysa/Headwear/Richardson/swatch/7180_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADxcMn-H9u8RrKkgl2v3h3na/Headwear/Richardson/51175_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABD-H8USgw4rbJp8wvl2Zbca/Headwear/Richardson/51175_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABqEkWSM0LMVTk-v3GV6Y-Ba/Headwear/Richardson/51175_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAgbtvxcx7zVMNpmrSCiwwla/Headwear/Richardson/51175_d_fm.jpg?dl=0",#1b151a,,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195540,4333,Richardson,Dark Green,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADET-KP_uc7IkVDXFtkSGbRa/Headwear/Richardson/swatch/6815_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AABDWfzIxpQN-85dnCDu1B-7a/Headwear/Richardson/51179_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAA7B789hBlLxopJXuWNeLSha/Headwear/Richardson/51179_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAleVVdcmfBHRCTqU2dWrY4a/Headwear/Richardson/51179_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABmEbr682BcIGSv7VAVDyALa/Headwear/Richardson/51179_d_fm.jpg?dl=0",#00523e,,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195580,4333,Richardson,Grey,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACMRFw59VTbeMfYALC5pXIYa/Headwear/Richardson/swatch/7267_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACS33mpAfRbcjYDjStsArk0a/Headwear/Richardson/51180_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAwGdUIgOXUhAsvgtqeM-PRa/Headwear/Richardson/51180_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACwUbYm6bEhsUzGAjQfKSjfa/Headwear/Richardson/51180_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACrIR1uLrsaqdBlHYcKRkfpa/Headwear/Richardson/51180_d_fm.jpg?dl=0",#7b8a8e,,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195350,4333,Richardson,Grey/ Black,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADhSHgq00OA9L9gNzlyOCxma/Headwear/Richardson/swatch/8546_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AAA4rryCkIzQbrtD3cy9BqSWa/Headwear/Richardson/51181_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADX2dq-PwkoDCn0piXR8LhZa/Headwear/Richardson/51181_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADx7jsHqdNyWZu2RUWG5sMVa/Headwear/Richardson/51181_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAmdYOM1RL2bxJRxkGM6j95a/Headwear/Richardson/51181_d_fm.jpg?dl=0",#4d464d,#1b151a,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195110,4333,Richardson,Grey/ Navy,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAB_aFjH1GYze57LgTW3ammOa/Headwear/Richardson/swatch/11753_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AAD-WaFMV57ZLTt9Ac3PlzLma/Headwear/Richardson/51182_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABfyNGV3ioGdZC4fhk5zLMaa/Headwear/Richardson/51182_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAB_mZKP1l1YsZTncev-XGewa/Headwear/Richardson/51182_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAicuwNyh9k3pbeggdamRVxa/Headwear/Richardson/51182_d_fm.jpg?dl=0",#64625b,#333e59,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195120,4333,Richardson,Grey/ Red,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABnGtrfCmCjUALh_BPG1IKoa/Headwear/Richardson/swatch/10750_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADONrqjFtHTGw-wQKZsh7Cxa/Headwear/Richardson/51183_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADWHXDe9g3-hfNehQ20y5kKa/Headwear/Richardson/51183_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADWUusNdX_tQbPxJhSaiqroa/Headwear/Richardson/51183_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACiV1Hmu2ONmMBdo8-38lnTa/Headwear/Richardson/51183_d_fm.jpg?dl=0",#dcdddb,,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195360,4333,Richardson,Grey/ Royal,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAD2i84ZdgW8cvYkMoC6TJPOa/Headwear/Richardson/swatch/11754_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAy0T_J1yCfHRFaZuHT4v8Ca/Headwear/Richardson/51184_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAD6znFVHIKNaymzS-BTPWR2a/Headwear/Richardson/51184_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAYfl-kEIUcxuScnwcnv8L3a/Headwear/Richardson/51184_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACP2baPF0rDhcOtIQ6GvEs_a/Headwear/Richardson/51184_d_fm.jpg?dl=0",#747474,#305791,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195530,4333,Richardson,Maroon,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABUQTMb9UZ0FcA6UCZHG7raa/Headwear/Richardson/swatch/6553_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AABVTK4qUpESPCRYPCqai1g4a/Headwear/Richardson/51185_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADW4KLNZkggRE1U6lLplDV_a/Headwear/Richardson/51185_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABX59sazDaJqkdwFStRvDhDa/Headwear/Richardson/51185_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABiV4FbZrYQCpRFPCiMVs5ya/Headwear/Richardson/51185_d_fm.jpg?dl=0",#5d1d2a,,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195650,4333,Richardson,Navy,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAA4PhzupkUkUjvfsu6HS7nJa/Headwear/Richardson/swatch/6957_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AAClo4M1yAlVbFylMvV6S9cya/Headwear/Richardson/51186_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABUCizbaYZit0VT47v9F2_aa/Headwear/Richardson/51186_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAjaLLrS8OXEga86-FQso5Sa/Headwear/Richardson/51186_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADdaxXgW6H7EdIZhHc4c3fSa/Headwear/Richardson/51186_d_fm.jpg?dl=0",#333e59,,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195700,4333,Richardson,Red,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABDJ-1CVwOaRgSlZUs_-rkMa/Headwear/Richardson/swatch/6294_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAXCaBirEgWHWn88lj8DoEfa/Headwear/Richardson/51188_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAnJRAysX5AMQuopg3aA-IVa/Headwear/Richardson/51188_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACVb2oP4kliI-wgumNMJM9_a/Headwear/Richardson/51188_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAynXQFCAGbQEB8IFkgbYbia/Headwear/Richardson/51188_d_fm.jpg?dl=0",#ee344b,,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195750,4333,Richardson,Royal,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAC1pRw1LfxfkoNkiCCiGjyra/Headwear/Richardson/swatch/11095_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADl6oEz6satz-EWnWF-jjtra/Headwear/Richardson/51190_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADNFSSpv--kJd-KvS2XqO-oa/Headwear/Richardson/51190_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABEFP7GVLzD6b6B8SpRg9e1a/Headwear/Richardson/51190_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADIpYMXXPoTKGc0sfgwVZwWa/Headwear/Richardson/51190_d_fm.jpg?dl=0",#305791,,M/L,,,0.270833333,10.92,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Surge Adjustable Cap,"<ul><li>100% polyester</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor with grey undervisor</li><li>Hook and loop closure</li></ul><p>Size: M/L (7&quot;-7 3/4&quot;)</p>",,B18195000,4333,Richardson,White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABLDBXmSTwelm4E9-CehZ0Oa/Headwear/Richardson/swatch/5546_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AABJwHeMnMM4ruYINUC17Kyma/Headwear/Richardson/51191_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABH-FXWxez9hJoYQ7gEIJdqa/Headwear/Richardson/51191_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACQYV5s9VWM67EUaEGtE3Rca/Headwear/Richardson/51191_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAnmjI7mX9dFsOm98-VMyWBa/Headwear/Richardson/51191_d_fm.jpg?dl=0",#e3e7ed,,M/L,,,0.270833333,10.92,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Lite R-Flex,"<ul><li>83/15/2 Acrylic/ wool/ spandex</li><li>Acrylic-Wool blend stretch<br /></li><li>Pre-curved&nbsp;</li><li>Mid-Pro, six-panel</li><li>Comfort Stretch</li></ul>",,B09895503,6472,Richardson,Black,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACogZwpImU6561Lxudft6ysa/Headwear/Richardson/swatch/7180_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADx7tuUInv9Ip_86kCJwsFHa/Headwear/Richardson/68429_fm.jpg?dl=0,#1b151a,,S/M,,,0.270833333,12.17,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Lite R-Flex,"<ul><li>83/15/2 Acrylic/ wool/ spandex</li><li>Acrylic-Wool blend stretch<br /></li><li>Pre-curved&nbsp;</li><li>Mid-Pro, six-panel</li><li>Comfort Stretch</li></ul>",,B09895505,6472,Richardson,Black,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACogZwpImU6561Lxudft6ysa/Headwear/Richardson/swatch/7180_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADx7tuUInv9Ip_86kCJwsFHa/Headwear/Richardson/68429_fm.jpg?dl=0,#1b151a,,L/XL,,,0.270833333,12.17,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Lite R-Flex,"<ul><li>83/15/2 Acrylic/ wool/ spandex</li><li>Acrylic-Wool blend stretch<br /></li><li>Pre-curved&nbsp;</li><li>Mid-Pro, six-panel</li><li>Comfort Stretch</li></ul>",,B09895093,6472,Richardson,Charcoal,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABWN49O78RMrYUm4zoiZH9ta/Headwear/Richardson/swatch/6012_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAQGrwPfIkgCa5TC9Ys-Orqa/Headwear/Richardson/68430_fm.jpg?dl=0,#8a9b9e,,S/M,,,0.270833333,12.17,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Lite R-Flex,"<ul><li>83/15/2 Acrylic/ wool/ spandex</li><li>Acrylic-Wool blend stretch<br /></li><li>Pre-curved&nbsp;</li><li>Mid-Pro, six-panel</li><li>Comfort Stretch</li></ul>",,B09895095,6472,Richardson,Charcoal,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABWN49O78RMrYUm4zoiZH9ta/Headwear/Richardson/swatch/6012_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAQGrwPfIkgCa5TC9Ys-Orqa/Headwear/Richardson/68430_fm.jpg?dl=0,#8a9b9e,,L/XL,,,0.270833333,12.17,,,,,,,,
